 # chNum - Flag - HG [ADC/pe] - HG_error [ADC/pe]
2457862144 0 14.8932 0.0837329
2457862145 0 14.8597 0.113105
2457862146 0 15.043 0.0788831
2457862147 0 14.7453 0.0846235
2457862148 0 14.9666 0.129303
2457862149 0 14.9381 0.117897
2457862151 0 14.9615 0.0849979
2457862152 0 15.0921 0.0904493
2457862154 0 14.805 0.0761902
2457862155 0 15.0591 0.0841573
2457862156 0 15.0519 0.0756113
2457862159 0 15.2511 0.0812361
2457862161 0 14.9065 0.0790966
2457862162 0 15.0791 0.061357
2457862163 0 14.9856 0.0885328
2457862167 4 14.871 0.0849176
2457862168 0 15.3721 0.0943568
2457862169 0 15.2862 0.107244
2457862170 4 15.1201 0.0873729
2457862171 0 14.9847 0.091445
2457862172 0 15.1001 0.0891873
2457862173 0 14.2456 0.0658611
2457862174 0 14.872 0.140392
2457862175 0 14.9589 0.090697
2457862176 0 14.857 0.103968
2457862177 0 14.8156 0.0815729
2457862178 0 14.9652 0.086204
2457862179 0 15.0252 0.0903383
2457862180 0 15.0912 0.122438
2457862181 0 14.9204 0.0772001
2457862182 0 15.0916 0.0675808
2457862183 0 14.8587 0.0917443
2457862184 0 14.8572 0.0890608
2457862185 0 15.0238 0.0778076
2457862186 0 15.1368 0.0896127
2457862187 0 15.0184 0.0742056
2457862188 0 14.6152 0.166509
2457862189 0 14.8475 0.107148
2457862190 0 15.1165 0.0833544
2457862191 0 15.1792 0.10827
2457862192 0 15.0497 0.0968163
2457862193 0 14.9122 0.120002
2457862194 0 15.0867 0.102841
2457862195 0 14.7084 0.195123
2457862196 0 15.0988 0.0705352
2457862197 0 14.9445 0.0757955
2457862198 0 14.8868 0.083589
2457862199 0 14.8554 0.0704876
2457862200 0 15.1584 0.0902412
2457862201 0 15.2913 0.0915938
2457862202 0 15.0837 0.0958443
2457862203 0 14.9978 0.0836791
2457862204 0 14.8942 0.0761873
2457862205 0 14.9803 0.0778266
2457862206 0 14.9019 0.135437
2457862207 0 14.9807 0.118548
2457862208 0 15.0295 0.0923063
2457862209 0 14.8376 0.0718532
2457862210 0 14.9335 0.0643905
2457862211 0 15.0045 0.0772503
2457862212 0 14.8017 0.0817224
2457862213 0 15.0084 0.0781695
2457862215 0 14.9989 0.0725722
2457862216 0 14.8777 0.0886142
2457862218 0 14.9748 0.0739106
2457862219 0 15.2894 0.0914795
2457862220 0 15.0886 0.0748503
2457862223 0 14.8388 0.080883
2457862225 0 14.8986 0.0916081
2457862226 0 14.8342 0.0709951
2457862227 0 15.1516 0.0931085
2457862231 0 15.3581 0.0636876
2457862232 0 15.2017 0.106561
2457862233 0 15.2511 0.089268
2457862234 0 14.939 0.0521635
2457862235 0 15.2082 0.0727653
2457862236 0 14.9498 0.0759269
2457862237 0 14.7201 0.0676723
2457862238 0 14.8966 0.0802655
2457862239 0 14.9087 0.0562848
2457862240 0 15.0879 0.0721094
2457862241 0 14.9529 0.0872304
2457862242 0 15.0382 0.0674143
2457862243 0 14.7114 0.07021
2457862244 0 14.9372 0.0795555
2457862245 0 15.0816 0.0722137
2457862246 0 15.011 0.0679009
2457862247 0 14.7804 0.0717786
2457862248 0 15.0039 0.0539598
2457862249 0 14.9359 0.058824
2457862250 0 14.6916 0.0852474
2457862251 0 15.0373 0.070418
2457862252 0 14.9356 0.0642725
2457862253 0 14.9262 0.104924
2457862254 0 14.8428 0.0964324
2457862255 0 14.9053 0.0672335
2457862256 0 14.8751 0.0723518
2457862257 0 15.159 0.0822389
2457862258 0 15.0015 0.0852086
2457862259 0 14.756 0.088803
2457862260 0 14.906 0.0757762
2457862261 0 14.9033 0.0889147
2457862262 0 14.785 0.0878309
2457862263 0 14.8821 0.0785965
2457862264 0 15.0789 0.0773553
2457862265 0 15.0576 0.0798544
2457862266 0 14.8747 0.055345
2457862267 0 15.0982 0.108089
2457862268 0 14.9717 0.0602776
2457862269 0 15.0232 0.0789151
2457862270 0 14.8146 0.0714206
2457862271 0 15.0315 0.0621706
2457862272 0 14.992 0.0750956
2457862273 0 14.7554 0.0378881
2457862274 0 15.5454 0.0569852
2457862275 0 15.0463 0.0746663
2457862276 0 15.5048 0.0486247
2457862277 0 14.9164 0.0710692
2457862279 0 14.9162 0.0683191
2457862280 0 15.0425 0.0688017
2457862282 0 14.9011 0.102068
2457862283 0 14.9598 0.076535
2457862284 0 14.9309 0.0855175
2457862287 0 15.1794 0.0710665
2457862289 0 14.9953 0.0666686
2457862290 0 14.8061 0.0691429
2457862291 0 14.8489 0.0719193
2457862295 0 14.8116 0.101536
2457862296 0 14.7729 0.0911289
2457862297 0 14.8972 0.0879352
2457862298 0 15.0883 0.0694389
