 # chNum - Pedestal [ADC/pe] - Pedestal_error [ADC/pe] - Pedestal(2D) [ADC/pe] - Pedestal_error(2D) [ADC/pe]
2457862144 57.2298 0.138045 70.6338 0.514669
2457862145 94.1381 0.154729 78.6538 0.608752
2457862146 59.1926 0.17103 62.5094 0.482067
2457862147 53.5246 0.196963 55.1877 0.537626
2457862148 93.382 0.127787 77.2982 0.57429
2457862149 42.355 0.196314 45.5472 0.527807
2457862150 -999.9 -999.9 -999.9 -999.9
2457862151 80.7451 0.110422 66.6338 0.39466
2457862152 87.5201 0.132724 71.3599 0.583999
2457862153 -999.9 -999.9 -999.9 -999.9
2457862154 89.8846 0.130301 78.0693 0.406009
2457862155 73.5823 0.136506 62.2463 0.493303
2457862156 76.6741 0.123936 62.2899 0.387298
2457862157 -999.9 -999.9 -999.9 -999.9
2457862158 -999.9 -999.9 -999.9 -999.9
2457862159 88.3227 0.109108 73.264 0.492949
2457862160 -999.9 -999.9 -999.9 -999.9
2457862161 39.853 0.179448 44.1673 0.566367
2457862162 103.773 0.123963 90.7536 0.41474
2457862163 78.2205 0.106733 66.1411 0.368937
2457862164 -999.9 -999.9 -999.9 -999.9
2457862165 -999.9 -999.9 -999.9 -999.9
2457862166 -999.9 -999.9 -999.9 -999.9
2457862167 124.732 0.102001 108.474 0.709697
2457862168 45.6888 0.180637 51.9122 0.54403
2457862169 -44.0422 0.266683 -31.8301 0.776693
2457862170 83.4259 0.22717 85.3422 0.718529
2457862171 101.641 0.114094 86.519 0.589718
2457862172 26.9588 0.185849 33.5164 0.483107
2457862173 113.374 0.136706 99.6925 0.64395
2457862174 87.0023 0.186945 94.6282 0.822033
2457862175 27.0569 0.182857 31.8402 0.523354
2457862176 26.5042 0.173446 37.4116 0.499656
2457862177 84.5457 0.111592 72.5782 0.401307
2457862178 76.7262 0.123529 64.1953 0.563905
2457862179 114.959 0.10568 101.976 0.587025
2457862180 -26.5186 0.262191 -33.178 0.845468
2457862181 -33.2755 0.275108 -46.6048 0.672316
2457862182 37.3901 0.169881 45.1067 0.421919
2457862183 73.5609 0.137884 63.8849 0.431187
2457862184 108.017 0.111236 95.5717 0.645368
2457862185 82.1354 0.10876 71.4673 0.407665
2457862186 81.8419 0.128019 70.7038 0.44299
2457862187 94.3744 0.103677 84.024 0.408096
2457862188 76.8047 0.144286 68.8905 0.491697
2457862189 95.7284 0.121055 85.0476 0.513376
2457862190 80.7219 0.119909 70.6891 0.428191
2457862191 66.139 0.14511 58.6733 0.370342
2457862192 79.4956 0.14853 69.4215 0.451563
2457862193 62.8381 0.151252 50.9028 0.55958
2457862194 87.7677 0.139424 78.8258 0.482497
2457862195 92.2165 0.153529 82.2204 0.691947
2457862196 73.8699 0.104796 64.3112 0.377863
2457862197 102.157 0.122761 92.3462 0.427772
2457862198 104.423 0.118327 93.6602 0.518857
2457862199 92.1214 0.108233 81.3594 0.467651
2457862200 -8.1403 0.207248 -8.50555 0.478797
2457862201 26.0534 0.213456 36.5729 0.568131
2457862202 83.1924 0.121398 70.8165 0.514854
2457862203 65.2005 0.105647 41.457 0.283434
2457862204 91.4323 0.129198 81.2771 0.511628
2457862205 108.61 0.133476 99.7075 0.542704
2457862206 71.8166 0.11867 60.1524 0.462537
2457862207 44.4859 0.189056 55.8956 0.553192
2457862208 56.3548 0.190261 73.0682 0.484513
2457862209 105.877 0.111184 99.8044 0.359241
2457862210 88.0709 0.122629 83.8673 0.329903
2457862211 92.1896 0.116243 87.0241 0.353556
2457862212 -13.0621 0.21751 -17.3002 0.47072
2457862213 87.8954 0.131508 84.9545 0.37379
2457862214 -999.9 -999.9 -999.9 -999.9
2457862215 109.421 0.124085 105.296 0.419215
2457862216 117.598 0.115623 114.006 0.52201
2457862217 -999.9 -999.9 -999.9 -999.9
2457862218 118.104 0.109865 112.401 0.427656
2457862219 88.6288 0.142381 74.4092 0.438672
2457862220 70.8582 0.120175 55.7591 0.287595
2457862221 -999.9 -999.9 -999.9 -999.9
2457862222 -999.9 -999.9 -999.9 -999.9
2457862223 120.791 0.126382 108.038 0.436353
2457862224 -999.9 -999.9 -999.9 -999.9
2457862225 77.6447 0.133828 74.8277 0.346456
2457862226 112.678 0.116044 107.425 0.473144
2457862227 99.0671 0.146639 96.1898 0.41557
2457862228 -999.9 -999.9 -999.9 -999.9
2457862229 -999.9 -999.9 -999.9 -999.9
2457862230 -999.9 -999.9 -999.9 -999.9
